IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IC_GROUP0;IC_GROUP1;IC_GROUP2
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Общестроительное направление;;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Инженерное направление;;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Внутреннее заполнение;;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Система управления умным домом;;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Общестроительное направление;Фундамент;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Общестроительное направление;Цоколь;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Общестроительное направление;Стены;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Инженерное направление;Безопасность;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Инженерное направление;Электроснабжение;
317;Кирпич строительный М-150 полнотелый одинарный 250х120х65 мм;317;Y;06.06.2021 12:55:54;;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;;text;/upload/iblock/514/514e710bfe3299cfb1c90bfcb98f8257.jpg;"<p>
	 Полнотелый строительный керамический (красный) рядовой кирпич марки М150 прочный и практичный материал для строительства каменных зданий. Маркировка кирпича ""М-150"" показывает уровень прочности кирпича при вертикальном воздействии. Кирпич М150 выдерживает постоянное давление массы около 150кг/см².
</p>
<p>
	 Предназначен в основном для возведения несущих конструкций наружных и внутренних стен (перегородок) в малоэтажном и высотном строительстве, при устройстве подвальных помещений, цоколей и фундаментов.
</p>
 <br>
<p>
	 Состав:&nbsp;глина, песок.
</p>
 <br>
<h3>Характеристики:</h3>
<ul>
	<li>Марка прочности, кг/см2: М-150<br>
 </li>
	<li>Размер, мм: 250х120х65 мм</li>
	<li>Вид размера: одинарный 1 НФ</li>
	<li>Поверхность: гладкая</li>
	<li>Пустотность: полнотелый</li>
	<li>Вид материала: керамический</li>
	<li>Количество штук в м3: 512 шт</li>
</ul>
 <br>";html;kirpich-stroitelnyy-m-150-polnotelyy-odinarnyy-250kh120kh65-mm;500;;Инженерное направление;Газоснабжение;
